,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,12025,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19850287.0,19850287.0,False,,1,,,,2025-04-12T15:58:00.000Z,85020.03026409686,28667175521.258923,-34.8753,0.13689109,3.09108836,2.97202514,4.88603927,-12.37800639,-10.52144499,1687672001491.0085,62.3434,1785420635546.03,,2025-04-12T15:58:00.000Z,,,,,,2025-04-12 15:59:20.725043
1,1027,Ethereum,ETH,ethereum,10120,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120685534.72809424,120685534.72809424,True,,2,,,,2025-04-12T15:58:00.000Z,1655.0455845766785,12066171720.15597,-32.8478,-0.01510907,5.72348562,-7.10984211,-11.68570007,-37.86156726,-49.61817957,199740061374.00775,7.3785,199740061374.01,,2025-04-12T15:58:00.000Z,,,,,,2025-04-12 15:59:20.725043
2,825,Tether USDt,USDT,tether,123855,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'world-liberty-financial-portfolio']",,144389286100.93747,149858996001.63074,True,,3,,,,2025-04-12T15:57:00.000Z,0.9996692722852826,56467647469.41249,-24.76,0.01775666,0.0320962,-0.00519291,-0.01155216,-0.05190936,0.02111772,144341532562.3156,5.332,149809433478.35,,2025-04-12T15:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-12 15:59:20.725043
3,52,XRP,XRP,xrp,1587,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-12T15:58:00.000Z,2.153608816340136,3460796826.83267,-2.4038,-0.21144438,7.53195637,1.43469545,-5.68481343,-12.85077289,-14.53443701,125637536259.5624,4.6411,215360881634.01,,2025-04-12T15:58:00.000Z,,,,,,2025-04-12 15:59:20.725043
4,1839,BNB,BNB,bnb,2465,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142470658.66,142470658.66,False,,5,,,,2025-04-12T15:58:00.000Z,598.9500124573508,1353686347.1779814,-4.3093,-0.00997923,2.36219212,1.24656269,3.22607215,-6.19594873,-13.78617301,85332802779.21397,3.1522,85332802779.21,,2025-04-12T15:58:00.000Z,,,,,,2025-04-12 15:59:20.725043
0,1,Bitcoin,BTC,bitcoin,12025,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19850771.0,19850771.0,False,,1,,,,2025-04-13T15:57:00.000Z,83795.94986330543,25820247472.47601,-9.8527,-0.26414323,-1.44283014,1.50398477,-1.26258533,-12.51985659,-9.14118465,1663414211463.9575,62.5042,1759714947129.41,,2025-04-13T15:57:00.000Z,,,,,,2025-04-13 15:59:12.004097
1,1027,Ethereum,ETH,ethereum,10123,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120688085.4034377,120688085.4034377,True,,2,,,,2025-04-13T15:57:00.000Z,1587.611963423255,11222560673.863922,-6.973,0.25185356,-4.08221171,-9.8131199,-17.41985297,-39.10156159,-47.98142682,191605848229.14523,7.1992,191605848229.15,,2025-04-13T15:57:00.000Z,,,,,,2025-04-13 15:59:12.004097
2,825,Tether USDt,USDT,tether,123908,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'world-liberty-financial-portfolio']",,144389506100.82022,148058996001.5348,True,,3,,,,2025-04-13T15:56:00.000Z,0.9995749545047381,53283006230.94363,-7.3514,-0.00537062,-0.01074336,0.00924338,-0.04107519,-0.0418791,-0.01171715,144328133991.68896,5.4306,147996064192.25,,2025-04-13T15:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-13 15:59:12.004097
3,52,XRP,XRP,xrp,1587,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-13T15:57:00.000Z,2.1472703253906653,3817547835.4870915,10.3943,-0.21304102,-0.40371228,3.46652601,-8.92507368,-10.57801174,-12.84538368,125267760476.48941,4.7061,214727032539.07,,2025-04-13T15:57:00.000Z,,,,,,2025-04-13 15:59:12.004097
4,1839,BNB,BNB,bnb,2465,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142470564.86,142470564.86,False,,5,,,,2025-04-13T15:57:00.000Z,583.9962620867286,1273848420.730896,-5.9471,-0.1238807,-2.53964552,0.49510315,-0.10717106,-11.32527144,-13.78229164,83202277335.62483,3.1264,83202277335.62,,2025-04-13T15:57:00.000Z,,,,,,2025-04-13 15:59:12.004097
0,1,Bitcoin,BTC,bitcoin,12032,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19851212.0,19851212.0,False,,1,,,,2025-04-14T15:58:00.000Z,84228.8104697014,35125810928.27586,37.0423,-1.49828365,0.52438341,7.3528001,-0.14683089,-12.19385265,-12.7086084,1672043973141.8623,62.8099,1768805019863.73,,2025-04-14T15:58:00.000Z,,,,,,2025-04-14 15:59:32.268161
1,1027,Ethereum,ETH,ethereum,10131,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120690639.42094985,120690639.42094985,True,,2,,,,2025-04-14T15:58:00.000Z,1631.4221222997655,18403514983.937313,64.0958,-2.59253916,2.80152992,4.86245319,-15.77343618,-38.41294059,-49.02728211,196897379105.84174,7.3964,196897379105.84,,2025-04-14T15:58:00.000Z,,,,,,2025-04-14 15:59:32.268161
2,825,Tether USDt,USDT,tether,124028,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144343504474.9362,148058994474.65076,True,,3,,,,2025-04-14T15:57:00.000Z,0.9998305068901131,70502462292.78017,32.2461,-0.00204578,0.0204684,0.03578026,-0.01607169,-0.03630333,-0.00216059,144319039245.47076,5.4213,148033899495.23,,2025-04-14T15:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-14 15:59:32.268161
3,52,XRP,XRP,xrp,1588,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-14T15:58:00.000Z,2.1221186462676536,3920551717.63438,2.6959,-2.06767701,-1.22832072,12.99353466,-12.62874098,-13.3153276,-17.66037342,123800458256.22066,4.6505,212211864626.77,,2025-04-14T15:58:00.000Z,,,,,,2025-04-14 15:59:32.268161
4,1839,BNB,BNB,bnb,2468,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142470466.75,142470466.75,False,,5,,,,2025-04-14T15:58:00.000Z,586.0100190247787,1376294211.815626,8.0533,-0.98529222,0.32210833,6.0802822,-2.8277329,-17.01527558,-15.7220699,83489120930.6366,3.1362,83489120930.64,,2025-04-14T15:58:00.000Z,,,,,,2025-04-14 15:59:32.268161
